id,tweet,time,description
1290860425119113219,"RT @zryanverse: On a serious note... if you are covid19 positive you will be hard pressed to find a hospital to accommodate you. 

Private…",2020-08-05 04:01:23,"Back to Thanagar 
burgers
tech
pizza 
politics"
1290860686935982082,@AlanRMacLeod @MintPressNews You might also consider this article regarding an economic war - https://t.co/FyJzspjKLd,2020-08-05 04:02:25,"The Alternative Views & the World United News blogs stand for “Freedom of Speech”, ""Truth"", ""Justice"" & ""Honesty""."
1290860601095462914,"RT @damsuran: Do you ever look at someone’s story and be like...
 how do you not have covid already?",2020-08-05 04:02:04,
1290860073300959233,RT @TAHK0: pikachu says it’s cool to stay home https://t.co/21jMWcfg2X,2020-08-05 03:59:59,"que c yo m3n |
23"
1290860152594169857,RT @ritu2348verma: To defeat various harmful diseases like covid-19 it's very important to boost up immunity. @Gurmeetramrahim ji advices #…,2020-08-05 04:00:18,House wife
1290860075486150656,"RT @WannasWorld: This pandemic confirmed so many things that I already knew. I love being alone, I love my space but I desire companionship…",2020-08-05 03:59:59,Annabella🤍
1290860607177142272,Did @ShakaHislop come back home for lockdown cuz homie be sweatin up a storm on ESPN FC lol,2020-08-05 04:02:06,"IG: https://t.co/jEkSW981xp  
#MUFC 🔴😈 ||
R10 🇧🇷  ||
868 🔴⚪⚫"
1290860165059751939,"Flipkart: Upto 50% Off on Whirlpool Semi Automatic Washing Machines https://t.co/pmL3Wbv0P2

#Deals #Offers… https://t.co/hUuIgznaD6",2020-08-05 04:00:21,
1290860143018569730,RT @AmyMcGrathKY: This makes sense in the middle of a pandemic. How bout it Kentucky?,2020-08-05 04:00:15,
1290860270105948160,"RT @naughtymaricris: Jan- US vs Iran, Volcanic Eruption, Kobe's Death, Bushfires
Mar-present: COVID-19 Pandemic
May: Typhoons, Frequent Ear…",2020-08-05 04:00:46,"💜💚 sangcheng and nielan pls 💚💙

25+ she/her. Multifandom (main mdzs and tua)!!! + fan art. pls softblock if unfollow. ⚠️with R-16 content. A: @_blkhat"
1290860425022713859,"@matigary @jahman_adamski /2. This woman wants to buy wares for resale, bypassing corona restrictions, not that she… https://t.co/24V1eiCAOn",2020-08-05 04:01:23,Only The Truth | Critical Thinker| loves zimbabwe| Murozvi Chaiye
1290860809589932034,"RT @AymanM: Tonight people in Beirut are going to sleep in shattered homes, during a deadly pandemic, with a collapsing economy led by corr…",2020-08-05 04:02:54,"I took an Instagram quiz that tells what Sima Taparia from Mumbai thinks of you. I got, ""Indian men will be scared of your success."" Cool."
1290860745366753280,"@MiddleEastEye Hajj pilgrimage in Mecca: afternoon prayers
Thanks for coverage
https://t.co/HmT8UfTOYg",2020-08-05 04:02:39,
