id,tweet,time,description
1219859824789217280,RT @AsapSCIENCE: The CDC just confirmed the first American case of Wuhan coronavirus. 6 people have now died and virologists are figuring o…,2020-01-22 05:50:20,INFJ-T. Grey area.
1219858025164525568,RT @Reuters: A U.S. resident who recently traveled to China has been diagnosed with the newly identified Wuhan coronavirus that has sickene…,2020-01-22 05:43:11,"Fluent in Sondheim. Listening to Mahler. Watching old films, especially with a Bernard Herrmann score."
