id,tweet,time,description
1219889215787266048,"RT @Independent: 'Nobody wants to be first in the nation with this': US town attempts to contain deadly coronavirus
https://t.co/lkZwCisoaQ",2020-01-22 07:47:08,STAN ZENDAYA ENHYPHEN BTS BLACKPINK SELENA gomez ARIANA Grande ONE DIRECTION TAYLOR swift JUSTIN BIEBER HARRY Styles RIHANNA BEYONCE.
1219884807858966528,"RT @CDCFlu: CDC estimates, that between Oct. 1 and Jan. 4, at least 6,600 people died from #flu. 

Certain groups of people are at high ris…",2020-01-22 07:29:37,小沢一郎さんを応援しています。 政権交代⭐️
