id,tweet,time,description
1219751790654185473,RT @NFIDvaccines: #Pregnant? Learn tips for having a healthy pregnancy and giving your baby a healthy start in life: https://t.co/cGo5jeFNC…,2020-01-21 22:41:03,"We work to improve the health of women, children, and families over the lifespan. 

strong partnerships
diverse voices
health equity."
