id,tweet,time,description
1219905081681829888,"Hey, @CDCFlu and other CDC accounts! How come I hear about the new China coronavirus from @lifehacker while you onl… https://t.co/I971BQFTdK",2020-01-22 08:50:10,"Loves .NET, software development, knowledge,  books, movies."
1219902903722356736,"RT @DrGilchrist: @KulikovUNIATF May want to read latest update from @CDCgov 

They’ve determined problem is due to THC vaping &amp; specificall…",2020-01-22 08:41:31,"#Vaping since 2012.
Love #science.
Hate to see it junked and abused.

Member of @ig_ed, @vapers, @DiePARTEI
Supports @KnowNicotine"
