id,tweet,time,description
1219872629450067968,RT @gmahdesian: @ASavageNation A quarrantine is common sense! The CDC is a useless government agency. There is no time for political correc…,2020-01-22 06:41:13,Patriotic American Republican-Conservative
1219870306522804224,"RT @CNN: The United States has its first confirmed case of a new virus that appeared in Wuhan, China, last month, the US Centers for Diseas…",2020-01-22 06:31:59,the 1st
