id,tweet,time,description
1219767818863902722,RT @grandsupremnews: CDC CONFIRMED IT EXPECTS MORE US CASES TO COME - LIVE COVERAGE https://t.co/igCZmFMh4p via @YouTube,2020-01-21 23:44:44,“Promoting Positive Disabilty Awareness” Words to change the world so it becomes a place of Dignity and Respect for All. Always Smiling Forever Thankful✊🙏🤗♿️
1219764042278944768,First Case of Mystery Coronavirus Found In Washington State- CDC https://t.co/uNWatvbwKl via @YouTube,2020-01-21 23:29:44,#ARMY #SFC #ENGINEER #VETERAN 21H4H 21B 21C 21V 21F 63D  5AAM 3ARCOM #OATHKEEPER #LNYHBT #1A #2A #MAGA #KAG #LionsGate 8️⃣8️⃣ ✝♌ 🇺🇸  ☯️
