id,tweet,time,description
1219911146578284545,Gearing up for 2019-nCoV https://t.co/wrnCp6lI0m,2020-01-22 09:14:16,
1219918349431377921,@realDonaldTrump @Davos First transferred case to a citizen reported via CDC yesterday with the article out 2 hours… https://t.co/b8gA1VOKoP,2020-01-22 09:42:54,Entertainer/Food Enthusiast/Engaged Housespouse/Gay and Equal Rights Activist
1219913077220470785,"RT @MarietFeltkamp: This is no mystery cononavirus anymore. This is re-emergence of a SARS-CoV in the human population.

Copy of tree taken…",2020-01-22 09:21:57,HKer☂️本人無幫無派，關注前方動能🤝 #默默的畀你Click like #請原諒我短暫鎖推⚠️請遵守Twitter 法規！一概不回復私信，見諒🙏 【🇨🇦🇭🇰聯合帳號～代post 🇭🇰🇨🇦】
1219912177089314817,Coronavirus animation awaiting approval. 3 seconds animated zoom. Multiple colour schemes. Contact me directly for… https://t.co/nZURCeJWuG,2020-01-22 09:18:22,"I'm an After Effects, Cinema4D and XParticles skilled Motion Designer with a 20+yrs graphic design background. You can hire me. Let's make something cool."
1219920536471425024,RT @niccijsmith: Reassuring to learn #Taiwan Centre for Disease Control monitoring direct flights from #Wuhan since Dec 31. 1m surgical mas…,2020-01-22 09:51:35,
1219913884913389568,"RT @alvinllum: Breaking: HK reported the first infected #WuhanCoronavirus case, where a Wuhan visitor arrived the city via high speed rail…",2020-01-22 09:25:09,Cats lover. I 💛 Hong Kong 🇭🇰 I am healthy without any illness or disease. I will NOT do any thing connected to suicide by any means. I am Happy person 😊
