id,tweet,time,description
1219927052087787520,"#BREAKING Hong Kong Wuhan virus outbreak: Reports of first 'confirmed' case surface 

Just a matter of time 🤷‍♀️… https://t.co/wWOEowtBVH",2020-01-22 10:17:29,
1219936216046456837,"RT @Dystopia992: 🇨🇳 #ChinaPneumonia
— The CDC has confirmed the FIRST #US case of Wuhan #coronavirus after a traveler was diagnosed in Seat…",2020-01-22 10:53:53,Freedom
1219929776665718784,"Because of #China ‘s lack of hygiene and moral standard, they once again export NEW #WuhanCoronavirus to the world.… https://t.co/EGKGdiAj3Z",2020-01-22 10:28:18,#手足互科 #5DemandsNot1Less #StandWithHongKong #FightForFreedom #FollowBackHongKong
1219928025346691072,"RT @wongmjane: I'm back to Hong Kong

There are noticeably more people wearing masks, presumably to avoid 2019-nCoV, a new pneumonia which…",2020-01-22 10:21:21,"Software Engineering Manager from England.
iOS Performance & Core Location. 
Oncolytic Virus Research. Science, Security, Pokémon."
1219930965771898880,RT @onlyyoontv: #Macau confirms first case of #WuhanCoronavirus. Patient is a traveler from Wuhan and is currently in hospital and in isola…,2020-01-22 10:33:02,Retweet #China // #BOT // Retweets aren't endorsements
1219934532297809920,"RT @Fredros_Inc: Dear friends, please spare a few minutes, &amp; read about the #NovelCoronaVirus, and the ongoing epidemic in #Wuhan China...a…",2020-01-22 10:47:12,"Parasitologist, science communicator, medical writer. EMWA member. #mosquitoes #vectorborneinfections. Follow my blog👇. Views are my own."
1219930852341186560,"This terrifying graph shows how fast the Wuhan virus has spread so far, and how close it is to becoming a global pa… https://t.co/F4Go4DDXzd",2020-01-22 10:32:35,"What you want to know about science. A division of @thisisinsider. Follow us on Facebook, Instagram, and YouTube. Visit our homepage for the day's top stories."
