id,tweet,time,description
1247936042566447104,RT @Acosta: NY Governor Andrew Cuomo ordering flags to be flown half-staff to honor people who lost their lives to coronavirus.,2020-04-08 17:15:12,"Travel, Great Food and Living Life To The FULLEST 😋 UCLA Graduate."
1247936302588276736,RT @GStephanopoulos: Intelligence report warned of coronavirus crisis as early as November: Sources - ABC News.  I questioned Defense Secre…,2020-04-08 17:16:14,"Legislative & Political Director for @881UFCW. 
Dad. Chicagoan. Progressive Democrat. Trade Unionist. #UnionWeed #ObamaAlumni"
1247936436764016642,"RT @CBCQueensPark: NEW: Ontario is conducting fewer tests for #COVID19 with each passing day, even though labs can now handle thousands mor…",2020-04-08 17:16:46,"Dad, partner, @BCSocialWorkers,  horticultural therapist #syíyaya co-founder https://t.co/sqRm3W2OJz #SeniorHealth"
1247935971548524545,"Update: U.S NEW Cases &amp; Deaths 
with total of +1,369 

New York  779
New Jersey  272
Louisiana  70
Pennsylvania  60… https://t.co/JAzZvYPyYm",2020-04-08 17:14:55,"Advocate, Alumni Army Public School Lucknow , Graduation for University of Lucknow, Home Town-Gorakhpur."
1247936579919908866,RT @notice_com_ng: Okonjo-Iweala hails Rwandan Government palliative distribution style - COVID-19 - https://t.co/JIDUJ9hoZw #Notice #Niger…,2020-04-08 17:17:20,"we will bring you sparkling latest news, latest information, update, music download, video download https://t.co/sAQ9kV8NK4"
1247936352785588230,RT @joelnobis: take covid-19 seriously. but also take God’s promises seriously. he is with you. he is for you. he is working even in this.…,2020-04-08 17:16:26,volleyball/ romans 12:12
1247936209969700864,"@BishopJakes Here are the richest ""Christian"" pastors in America:

T.D. Jakes $18M

Total donated to COVID-19 assistance $0.00",2020-04-08 17:15:52,"Your worst nightmare!  A Liberal, Open-minded Educated Democrat!  And a Wiccan High Priestess! 

 NEVER ELECT ANYONE REPUBLICAN OR STUPID AGAIN!"
1247936616909455360,"RT @MarkYoungTruth: We have several viable treatments for COVID 19 at our finger tips. The left is blocking all treatments, then goal is to…",2020-04-08 17:17:29,"I kneel at the cross, and stand for the flag🇺🇸"
1247936122283532289,"RT @FitzInfo: Prince Andrew accuser Virginia Roberts, 36, hits out at hospital for 'putting her in danger' by 'threatening to put her in a…",2020-04-08 17:15:31,They are still living off the biggest lie of the 20th century.
1247935933363732480,Get well soon!😍 https://t.co/YuF9QXFLHD,2020-04-08 17:14:46,"Bright, funny, loyal, Mum and wife. Avid tennis fan and Spurs supporter😍Also quiz fan! Love all animals especially cats😻 NO DM’s 💙💙💙🇬🇧🇬🇧🇬🇧"
1247936521187049474,@NtshangaseD Wow 😳 you start exporting them to China.,2020-04-08 17:17:06,
1247936511527596039,"We feel relieved and grateful for this announcement of £200 million for hospice care, but we know the need is great… https://t.co/ERiGu1PxdT",2020-04-08 17:17:04,Our vision is of a world where communities talk openly about death and dying. We care for patients and their families throughout eastern Herts. #TogetherWeCare
1247936029744660485,RT @cadwego: “The pandemic has arrived at a time when distrust about racial bias in the allocation of limited medical resources is already…,2020-04-08 17:15:09,"Director, Food & Environment, Union of Concerned Scientists. Running fixes everything: your health, diet and attitude. O Tierra del Sol, suspiro por verte..."
