id,tweet,time,description
1253038946688344064,RT @DLoesch: They’re releasing rapists and pedophiles because of coronavirus while arresting moms who take their kids to the playground.,2020-04-22 19:12:19,"I'm a wife, mother, grandmother, American patriot, Trump supporter, and conservative. I want our country back! #MAGA 🇺🇸🇺🇸🇺🇸 Member of CULT 45!!!💕"
1253039487044722688,RT @PrettyEyedTye: My childhood bestfriend is dead. Not from COVID19. She died b/c a racist healthcare system means that Black women in Ame…,2020-04-22 19:14:28,¯\_(ツ)_/¯ ig//pissedoffmarshmallow
1253039139114663937,"RT @peta: This is so wrong!

@JohnsHopkins is apparently killing animals in laboratories due to the #COVID19 shutdown.

Could barn owls be…",2020-04-22 19:13:05,"Happily married. 2 kids. 5 gorgeous grandkids. Love riding my motorbike. Pets are hens, cheeky ginger tom and gold fish."
1253038992435613699,"RT @moraaaac: this lockdown was a blessing in disguise, some people won’t understand this tho.",2020-04-22 19:12:30,I am Art and Art is me ( ˘ ³˘) ❦ Anime Lover- XboxGamerTag: xBasedMika IG: Mika.x.peach Cashapp: $mikapeach
1253039256815222789,RT @HardinMedical: HAPPY NATIONAL VOLUNTEER WEEK- to the wonderful HMC Auxiliary Volunteers. What a difference you make at HMC. We love and…,2020-04-22 19:13:33,"Nonprofit on a mission to improve the health of rural TN through health workforce development. $35,000 per year incentive for primary care and psych residents."
1253039503809359872,RT @washingtonpost: Analysis: Trump and Birx claim U.S. has one of the lowest coronavirus mortality rates in the world. Here’s what the dat…,2020-04-22 19:14:32,Socially Distant Since 1966
1253039189798588417,"RT @DrVickyHarris: The message from @GOP and @senatemajldr is that the States are not United. 

They are on their own if they are blue stat…",2020-04-22 19:13:17,"Registered Independent, University faculty. Fiscal conservative, social liberal - confuses me too. 🇺🇸⚖️ #truthseeker #Nevertrump NO LISTS"
1253039268693409792,RT @realDonaldTrump: CDC Director was totally misquoted by Fake News @CNN on Covid 19. He will be putting out a statement.,2020-04-22 19:13:36,"I am a patriot, #Potus, I believe in our constitution and our civil rights."
1253038891650691072,"RT @KeeleyFox29: BREAKING: New Jersey goes over 5,000 coronavirus deaths.   In just exactly 7 full weeks since first death March 10th @FOX2…",2020-04-22 19:12:06,"We Go There. Get the latest Philadelphia news, sports and weather."
1253039151504556033,RT @MNSoyGrowers: As the COVID-19 public health crisis continues to have a significant impact on communities and businesses across the stat…,2020-04-22 19:13:08,"Cash Grains Analyst at DTN. Transportation. Former wheat, durum, barley trader; corn buyer for Ethanol; MN Twins, Wild, & Gopher Hockey. Also Cubs & Caps fan."
1253039113781026816,"RT @ashokepandit: More power to you #ArnabGoswami. @ Republic. 
The nation stands by your conviction &amp; passion to stand against the wrong .…",2020-04-22 19:12:59,INDIAN FIRST....🇮🇳🇮🇳🇮🇳🇮🇳 BJP voter & supporter...#Delhiite Vellla  🙏🙏🙏
1253038971879329799,RT @DrEricDing: Breaking: a vaccine for #SARSCoV2 proven to work in macaque monkeys. The same company developed a successful vaccine for Eb…,2020-04-22 19:12:25,"I used to tweet about sports. Then November 8, 2016 happened. #BidenHarris2020 #BlackLivesMatter"
1253039155598307330,RT @rodbishop15: Simple investigation of #PPE #PPEmediaHoax #PPEshortage tweets start to show false flags from those wishing to damage the…,2020-04-22 19:13:09,"Retired, Conservative, interests wildlife & conservation, Currently have 4 cats but I'm not a mad cat lady 😜 Trying to grow old disgracefully 😛 Support THFC ⚽"
1253038673760858112,"RT @conservmillen: Hang on. I know I’m late on this, but... Where are these fetuses coming from, Diana? I thought the assertion that aborti…",2020-04-22 19:11:14,"Take no part in the unfruitful works of darkness, but instead expose them. Eph. 5:11"
1253039197994319873,"RT @ao_fatz: If coronavirus hasn’t showed people how valuable life is and that tomorrow is never promised, then people will never learn",2020-04-22 19:13:19,🇦🇴🇨🇩| saved by his grace💞
1253038673718923267,@Allan_L_Katz How to manage low risk and high risk arrhythmia patients with quality data will be key to different w… https://t.co/SF0jUrmPgX,2020-04-22 19:11:14,"Working Mom of 3, Wife, Passionate about healthcare, cardiology, and how technology can provide solutions for better outcomes"
1253039222614786049,"The solid clues, insights, observations about this virus come from those in the front line field. Seems every other… https://t.co/3wHfXVag1A",2020-04-22 19:13:25,"Distiller of complex information; Entrepreneur-in-Residence, Mastercard; Former Contrib Editor, Scientific American; Board, PopTech & SXSW."
