id,tweet,time,description
1267231561927327753,"RT @beyabean: when covid came w warning, the US didn’t have enough masks, PPE, or tests. when the peaceful protests came, they were ready w…",2020-05-31 23:08:43,Is there anybody in there ?
1267232072185393153,RT @kissychalamets: la is closing covid-19 testing centers to punish protesters..... they're weaponizing this pandemic in an attempt to sil…,2020-05-31 23:10:44,so long + goodnight. 🌬🍃 ♓︎ ♊︎ ♌︎
1267231990090268674,RT @SlutDaddy69: Pls. Everyone. I'm begging you. Spread the word about the terrorbill. Millions upon millions of lives are at stake. We can…,2020-05-31 23:10:25,𝟘𝟞𝟙𝟛 ♡ ً花樣年華 🤍☽ ɢɢᴜᴋ ༄ ᴮᴱ
1267231728097255428,"RT @BuckSexton: As we watch thousands of rioters massing nightly without any media outrage about “social distancing” rules

just remember t…",2020-05-31 23:09:22,Feeding America!
1267231704999014401,"#TrumpCausedThis
Exclusive: U.S. taxpayers' virus relief went to firms that avoided U.S. taxes - Reuters
https://t.co/oa6QG9Q9z6",2020-05-31 23:09:17,"You can take the boy out of Jersey.  
#𝑷𝑹𝑼 #𝑾𝑻𝑷2020 

#𝙑𝙚𝙩𝙚𝙧𝙖𝙣𝙨AgainstTrump 
🚫Magaturds 
#TrumpCausedThis"
1267231926240280579,RT @Acosta: WH says US has shipped Hydroxychloroquine to Brazil for COVID-19. Administration health experts including Doctor Anthony Fauci…,2020-05-31 23:10:09,Worst president ever now resides over the USA. 🌊🌊🌊🌊🌊#resist #humanscum #nevertrump #rightmatters
1267231518872698880,"RT @Techno_Fog: My God. These poor people.

These business owners sacrificed their livelihoods for the sake of public health during the COV…",2020-05-31 23:08:32,Conservative. Sadly no one drinks from the skulls of their conquests anymore. I'm not the devil but I won't be your hero.
1267231810443972608,Half of parents in England intend to keep children out of school | Financial Times #Covid https://t.co/B1Ow9GdsUi,2020-05-31 23:09:42,"ECO Strategy (CEO Don Huff) Canadian strategic counsel & communications firm focused on energy, environment, climate, tree planting, EV & First Nations matters."
1267231834519162880,@aDrive_tK #stayhome coronavirus exist stop ya protesting and stay the hell home,2020-05-31 23:09:48,Sup if you're a yank piss off unless you are nice
1267231905843417089,"RT @BuckSexton: As we watch thousands of rioters massing nightly without any media outrage about “social distancing” rules

just remember t…",2020-05-31 23:10:05,"Respect God, veterans, police, first responders and patriots devoted to justice and the rule of law. Love family, America, retirement and pizza. I am content!"
1267231573193056257,"RT @suhaib_gazali: CM KCR has decided to extend the lockdown in the State till June 30. The CM held discussions with CS Somesh Kumar, DGP M…",2020-05-31 23:08:45,
1267232027390115841,"RT @Techno_Fog: My God. These poor people.

These business owners sacrificed their livelihoods for the sake of public health during the COV…",2020-05-31 23:10:34,"For what avail the plough or sail, or land or life, if freedom fail? ~Emerson #MAGA #deplorable"
1267231615480020992,RT @Napaaqtuk: Students and postdocs: being in your position during a pandemic is HARD. What is one thing you'd like your mentor to know or…,2020-05-31 23:08:55,"tweets=own; a subversion of a data scientist; building automated, open data platform for next gen comp bio/med/pharma; occasional artist; @PennMed; she/her"
