id,tweet,time,description
1260248157742460930,"RT @ashoswai: India had no money, was forced to take a loan of Rs10,000 crore from Asian Development Bank to fight #COVID19 crisis. After 2…",2020-05-12 16:39:09,No Country for Migrants!
1260245142084222977,RT @KiranKS: Many people struggling to grasp how big is #PMModi announced ₹20 lakh crore COVID package. Especially those who dislike PM Mod…,2020-05-12 16:27:10,
1260249588205789187,RT @eath1223: How can a work place be covid secure.... covid 19 is not real,2020-05-12 16:44:50,#FuelPrices #RipoffBritain #Brexit waits for now Its #corruptgovt #MassControl Weve been played #WakeUp #OldNormal #Offence taken is your own hickup
1260248153275719681,"RT @AndyOstroy: @realDonaldTrump Many people are saying, but no one’s talking about it, but u know better than anyone, believe me, that you…",2020-05-12 16:39:08,"#Dogs #Humans #AntiDumbass Living in a red state where things and people don’t make sense #Voteblue Frequently user of foul language, no apologies. 11/3/2020"
