id,tweet,time,description
1260219217397329922,RT @tweeter_anita: Sometimes there are no words... just utter revulsion. Coronavirus: Victoria ticket worker dies after being spat at - BBC…,2020-05-12 14:44:09,"Interests: lifelong education, singing, writing, photography, logic, people, adoption. Dislikes: housework, Tories, Trump ⚫️ DeathByBrexit"
1260219179732475905,TERRIFYING VIDEO: GOOD BYE RIGHTS-THE CORONA COPS AND MEDICAL BROWN SHIR... https://t.co/EE9qo51Pmi via @YouTube,2020-05-12 14:44:00,"deeply loved, highly favored, & greatly blessed and a beloved of Jesus my Lord & Saviour"
1260219208979243009,"14 minutes into the PM's speech, nothing concrete about the lockdown, whether or not it's getting extended, or the… https://t.co/zLZh1vRM1C",2020-05-12 14:44:07,"India correspondent, BBC News; reporter covering India and South Asia with stints in the US, Middle East & S Korea; views are mine; everything stops for chai"
