id,tweet,time,description
1258626696326103046,@Juvabu1 @Comey @ShirleySharona2 @SenShumer We can only hope that the 2 of them are removed from office after catching Chinavirus!!,2020-05-08 05:16:03,Authentic Men 1. Accept Responsibility 2. Reject passivity 3 . Lead Courageously 4.Invest Eternally
1258626551412920321,RT @GeoffTurner12: @DailyMailUK The man who wasn't going to do any points scoring during the virus outbreak.Another Labour fraud.,2020-05-08 05:15:28,"Can’t stand liars or hypocrites
#alllivesmatter"
1258626404993859584,RT @FAndreMD: Androgen-deprivation therapy associated with a decreased risk of symptomatic covid infection: a population-based study. ratio…,2020-05-08 05:14:53,Borstkankeractivist *  Getrouwd * moeder * Interesse in kanker en zorg (en momenteel ook in onderwijs en jeugd) *  Opgeleid als Gezondheidswetenschapper (UM)
1258626233950179329,"RT @nickreeves9876: No sign Britain wants EU trade talks to succeed: EU trade chief

And it looks like the government wants to blame the Br…",2020-05-08 05:14:12,"Parent and patient advocate of young adult with Tuberous Sclerosis Complex, lay member of TSA UK research committee. EUPATI Fellow."
1258626586485628928,"RT @no_silenced: San Francisco Delivers Weed, Opioids, Booze and Ciggies to Homeless Locked Up for COVID-19

Mr President, can you please n…",2020-05-08 05:15:37,
1258626325910257665,"RT @TopCatOutdoors: 89 people saved in Texas City, 56 were elderly. Hydrochloroquine cocktail given to all. Democrats say it doesn't work a…",2020-05-08 05:14:34,"Patriot, husband, father of two, love this country and the people in it! MAGA! KAG!"
1258626405606158336,RT @Khairykj: Government today announced a RM100mn Technology Start-up Funding Relief Facility channeled from @MOFmalaysia to Malaysian Deb…,2020-05-08 05:14:53,C’est double plaisir de tromper le trompeur.
1258626485415563265,"Schools in England should not reopen before September, unions warn https://t.co/plpgqGzzpa",2020-05-08 05:15:12,Retired teacher (occasional supply work). Still a teacher really.  Everything is interesting
1258626691418722305,RT @robert_spalding: That is a ridiculous sentiment and one the CCP has been pushing for decades. They created a pandemic in order to benef…,2020-05-08 05:16:02,"I ❤ Hong Kong
I ❤ Taiwan"
1258626476791828480,"RT @MattGlassman312: State and local govs literally already require you cover certain parts of your body in public, even when there’s no pa…",2020-05-08 05:15:10,Security defense. No wires. Disclaimers: Work at $QCOM. Opinions are mine.
1258626287897214976,"RT @DebSpillane: This is such a scam.
Can’t remember who described it as such but it seems our govt has found a way to ‘monetise unemployme…",2020-05-08 05:14:25,"Left of centre with an avid interest in worldwide political events.Things looking a bit grim at present but,hopefully,the good people will prevail."
1258626628281724928,RT @bahamamills: The #DeepState is everywhere.   Never underestimate the lunatic lefts ability to cheat!,2020-05-08 05:15:46,"Patriot, Angel Mom, Love My President and my Country.  #Trump2020 #BackTheBlue #AllLivesMatter. Blocked by Fake News Brian Stelter - NO DMS"
1258626585097207809,RT @MsRebeccaRobins: #auspol Covid19 Dan Andrews cares about the people of Victoria . Scott Morrison cares about the economy  I applaud Dan…,2020-05-08 05:15:36,"Not rusted on, just loyal- Labor voter. Scotty the Simp needs to go!"
1258626574301179907,"RT @MirchiShwetima: Lockdown Helped me Resume my Dance practice back again after almost 6 years. 
So here is a Glimpse on my current fav so…",2020-05-08 05:15:34,🚨Our @SufiSartaaj ‘s UK 🇬🇧 Tour 2020 Postponed🚨Due To CoronaVirus.#StayHome #StaySafe & Stay Tuned.
1258626085861785600,Modi Government is on a Dangerous Course https://t.co/9iGpNg6tPU,2020-05-08 05:13:37,"Journalist, author, publisher, educator and documentary film-maker"
