id,tweet,time,description
1280562309396664321,"RT @ComfortablySmug: The North Carolina press corps, led by LAZY LIBERAL HACKS @jimmorrill &amp; @MurphinDC, once again ignore damaging informa…",2020-07-07 18:00:20,The Archduke Bishop of Blowin' Up the Booty
1280562485481758720,"White House leans on CDC, pediatricians to argue for reopening schools https://t.co/57LQihkGQL",2020-07-07 18:01:02,"Memoria Verdad Justicia. Por un Proyecto Nacional y Popular y una Patria Grande. Independiente, por siempre Rey de Copas 
En el Sur de la Florida desde el 2001"
1280562996826091521,"RT @UmarKhalidJNU: Dr. Kafeel had been working on creating a movement around public health. In this interview a yr ago, he had called the c…",2020-07-07 18:03:04,Loading...
1280562405135847426,"RT @rtenews: Minister for Health Stephen Donnelly says that as of a few minutes ago, over 607,590 people have downloaded the Covid-19 track…",2020-07-07 18:00:43,Too long in exile.
1280562245479645186,Welcome to Johnson’s alternative reality – where care home workers get the blame | Marina Hyde | Opinion | The Guar… https://t.co/QUXm6m8zXb,2020-07-07 18:00:05,"Film & TV podcaster, Apple & tech enthusiast, prolific retweeter of sanctimonious left wing propaganda"
1280562729170935808,"RT @IPRatNU: Only 30% of Chicago’s residents are African American, yet they make up 44% of those who have died from #COVID19 since late Jun…",2020-07-07 18:02:00,"""Networked Science for Networked Cities""
New Initiative @NorthwesternU @IPRatNU leveraging the science of networks to make our neighborhoods healthier and safer"
1280563043160805381,"@ZDoggMD Have you heard of smelling smoke as a Covid symptom? I don’t smoke, no one in my household does, can’t sta… https://t.co/b5KJ3QGZSs",2020-07-07 18:03:15,"Colombiana Texan, #ProLife, #Conservative, #ProudCatholic #Homeschool #HouseWife I’m almost always barefoot & pregnant in the kitchen : ) #ILoveThePatriarchy"
1280562958989434880,@bigduds1 @craigfulwood @TheScotsman He said in pmqs that Leicester was provided with pillar one and two ..it wasnt… https://t.co/12Oz3Mzbaj,2020-07-07 18:02:55,"Scottish 🏴󠁧󠁢󠁳󠁣󠁴󠁿 and European 🇪🇺. indy2 -celtic 🍀-end the siege 🇵🇸 - love the floyd , Dylan, velvet und 🎸 prefer indica to sativa-NO DMS"
1280562808610930688,RT @__valeriatapia: today i learned that new zealand let health experts make the decisions about how to deal w the pandemic rather than pol…,2020-07-07 18:02:19,la vida no es tan complicada como crees
1280562639890980866,RT @News_In__Brief: A business man in India wears a $4000 Gold mask as coronavirus protection https://t.co/H19rLVQrng,2020-07-07 18:01:39,"Is play_time ... Grime Musik ,Dril, hiphop & others . An Entrepreneur 🙌🏼❤️🔥 PlaY_!nn🎼 Musik Records 🔉We hit different 🔥💣"
1280563074215411712,"@DrTedros @WHO @DrMikeRyan In this regard it is different from, say, driving. Every time I drive I accept the risk… https://t.co/Xt5wV4ALyw",2020-07-07 18:03:23,Physics PhD. Bioinformatics analyst at Boyce Thompson Institute.
1280562207663808513,RT @vincentrannn: ICE is threatening to deport international students because their school is going online??? as if they chose online schoo…,2020-07-07 17:59:56,"22 
'16 👨‍🎓
gay asf 🦄
future mua 👨‍🎨
Follow le bae @White_Tiger_Em ^"
1280563013695574016,RT @dev_discourse: Next coronavirus waves will determine UK economy's path: BoE's Haldane https://t.co/aXdVZk279u,2020-07-07 18:03:08,
1280562681750196224,"RT @SteveGrzanich: We’re going to run out of TV. In the early months of the pandemic, television was in a rare position to maintain a modic…",2020-07-07 18:01:49,
1280562586124075009,RT @__valeriatapia: today i learned that new zealand let health experts make the decisions about how to deal w the pandemic rather than pol…,2020-07-07 18:01:26,"luctor et emergo
¹⁹
Btspopper and HighSkool 
unsafe place for solos, mantis, sheepmys and kpoppies 
 (frequent rants and personal stuff)
fan account"
1280563043261272065,RT @__valeriatapia: today i learned that new zealand let health experts make the decisions about how to deal w the pandemic rather than pol…,2020-07-07 18:03:15,"Im a siner, whos proably gona sin again . You earn respect its not given to you . Cali Life ⛅️"
