id,tweet,time,description
1277769267686113285,"RT @WithoutACauseWA: Hello everyone. We'd like to provide an update on when we're coming back to wrestling; we simply do not know. 

Washin…",2020-06-30 01:01:47,"""Who's the man, baby??? Pound for pound the best fighter in pro wrestling. Proud Cat dad!! #GaryJayMovement 👊🤖 #VetViolence ☠️ #GrittyGinger"
1277769037171298304,"RT @Public_Citizen: BREAKING: Gilead is charging $3,000+ for its COVID drug, remdesivir.
 
Taxpayers spent $70,000,000 to develop this drug…",2020-06-30 01:00:52,life's a garden - dig it. #BLACKLIVESMATTER #pussypower DEFUND THE POLICE
1277768865251033088,"RT @whethervane: CW medical abuse, ableism, murder

holy shit, this is straight up murder. horrid. please pay attention to disability right…",2020-06-30 01:00:11,"peacock, they/them ✿ nb ace lesbian ✿ megane thoughts, brain full ✿ read my carrd or perish ✿ blocks nsfw accounts ✿ NOT SPOILER FREE!!"
1277769515263242240,"RT @RBReich: As Gilead charges $3,120 for its COVID drug, remdesivir, remember that the drug was developed with a $70,000,000 grant from th…",2020-06-30 01:02:46,"PhD student

Passionate about cooking :)

Sometimes I post about politics

New College of Florida '19"
1277768839162286080,RT @BrynnTannehill: I don't think anything I've seen so perfectly captures why there's no way the US is going to be getting on top of COVID…,2020-06-30 01:00:05,
1277769481666924550,RT @BarstoolBigCat: Because it loves to party?,2020-06-30 01:02:38,
1277769090828865537,"RT @tirghrathoir: FILE IT UNDER:  Trump has better things to do!

In the world Putin's paying for American scalps &amp; in the U.S. coronavirus…",2020-06-30 01:01:05,"Freedom of information , social philosophy, political science, human behaviour , Researcher, PH.D. social activist , A.N.T.I.F.A.💙"
1277769145921273857,RT @Zak_Bagans: Just wear a damn mask!!! Take it from someone who has been wearing them for the last 12 years! https://t.co/cJbdlJ14MG,2020-06-30 01:01:18,i play guitar and stuff in gråt strigoi. join our sad tears and dance on the blackened bones of gods (he/they)
1277769346866204673,"RT @ASlavitt: The US has had 4 days in a row of over 40,000 new cases and the CDC says we are catching 1 in 10 cases.

And Trump believes w…",2020-06-30 01:02:06,
1277769376075309058,The population control people going crazy https://t.co/rRdLbfMLiq,2020-06-30 01:02:13,"Currency, Indices, Futures, Crypo Analyst, Educator & Investor 📊🇧🇸"
1277768814139265025,RT @benfritz: This seems relevant for everyone in Los Angeles to read today. https://t.co/Wilz23guTK https://t.co/kdRDvHis1C,2020-06-30 00:59:59,
1277769027855712257,"RT @kazweida: Finally.
Utah, with a smaller scale outbreak but much less hospital capacity, should do the same.",2020-06-30 01:00:50,"I love my Savior Jesus, my wife, kids, grandkids, NFL, music, racing and cars. 1John 4:9-10"
