id,tweet,time,description
1233331472502792193,"RT @MOH_Kenya: COVID-19 Advice!
 Remember to cover your nose &amp; mouth when coughing or sneezing with a cloth or in your flexed elbow &amp; NOT y…",2020-02-28 10:01:51,you don't get what you want but what you are...
1233331356567912448,"RT @OH_mes2: EXO Chanyeol has donated 50 million won to Hope Bridge to help support those affected by the Coronavirus outbreak

https://t.c…",2020-02-28 10:01:24,ℓ | EXO9 | sehobaeksoo | fan acc
1233336142109593600,RT @AManInTheSun: Apartheid South Africa was instrumental in the invention and development of CAT scans and heart transplants among many ot…,2020-02-28 10:20:25,...
1233336133217587202,"RT @TIME: On Friday, Belarus, Lithuania, New Zealand and Nigeria confirmed their first cases of the coronavirus, taking the total number of…",2020-02-28 10:20:23,
1233336032990498816,"RT @unrealAnnaAdams: Good news everybody, North Korea found a cure for coronavirus!",2020-02-28 10:19:59,I don’t mind a reasonable amount of trouble
1233331569781346304,"RT @AngryBlackLady: Apparently, fewer people are are eating Chinese food or frequenting Chinatown because of the coronavirus. 

I ordered s…",2020-02-28 10:02:15,"Estudiante y creador videojueguil. Shitpost y activismo por partes iguales. pongo cosas en @MortsDev🎮
She/her & He/him"
1233331448775610369,"RT @iGaddo: Kenya Govt finally reacts to Corona Virus Outbreak!
In your ⁦@StandardKenya⁩ today https://t.co/syOGBDdrhY",2020-02-28 10:01:46,open your mind or you'll miss the show
1233331267757731840,RT @outofcontroljb: @realDonaldTrump Midnight Coronavirus Meltdown from the White House Bathroom.,2020-02-28 10:01:03,"I’m your best friend, comrade. #ТрампНаш (Trump is Ours). My day job is to oversee Putin’s stooge, Trump, dismantling America. Joe 2020!"
1233331095476854785,"RT @HarmitMalik: The coronavirus outbreak is entering a new stage. Containment has proven extremely difficult, and a vaccine is too far awa…",2020-02-28 10:00:22,"Ignorance leads to fear. Fear to hate, hate to anger. Anger to violence. Be educated."
1233331016464388102,RT @cutiepeach_u: Where is #ป่ารอยต่อ,2020-02-28 10:00:03,"แจม 90per, เอนสิถีเซ่น ,เดอะบี ,ออบิท และอื่นๆบ้างง"
1233331599401459714,RT @SkySportsNews: Newcastle manager Steve Bruce says shaking hands at the club's training ground has been BANNED over coronavirus fears,2020-02-28 10:02:22,Official account. More than a rapper. 254
1233336187370311681,"RT @tazkiye: @Me_AYS Dear friend, we also join you and urge the #HumanRights  Organization to protect #KamranGhaderi and all Iranian #priso…",2020-02-28 10:20:36,"Human beings are members of a whole
In creation of one essence and soul
If one member is afflicted with pain
 Other members uneasy will remain
#HumanRights"
1233336085922623488,RT @Timcast: Good fucking god you people are insufferable,2020-02-28 10:20:11,"Truth over ideology “Those who would give up essential Liberty, to purchase a little temporary Safety, deserve neither Liberty nor Safety."" Ben Franklin."
