id,tweet,time,description
1233271454130556929,"RT @yoongi_Far_Away: so, I live in Seoul and let me explain whatever the news reports is even less severe to what it’s actually like here w…",2020-02-28 06:03:22,This is just a fan account | ARMY | 29/10/2019 the day I met BTS | twenty something | kuantan |  MY
1233271049577361408,RT @politvidchannel: BREAKING:  Elizabeth Warren  just introduced a bill that would defund Trump’s border wall and direct the money toward…,2020-02-28 06:01:45,
1233271024269000707,RT @MplsMe: Trump admin refusing to fund coronavirus pandemic emergency prep until House Dems agree to cut home heating aid for poor by $37…,2020-02-28 06:01:39,"Avid political junkie, Justice Democrat, Resist, Turn Off Fox News, it’s mostly propaganda. Oh yeah, and tRump is a dunce. Impeach the POSPOTUS."
1233271478885314560,"RT @RichForrest2: Marginal seats to receive masks - right???

How our COVID-19 pandemic action plan will work – in education, aged care and…",2020-02-28 06:03:28,"""our struggle is not against flesh & blood,but against rulers, authorities, the powers of this dark world & against the spiritual forces of evil"""
1233271350380228608,RT @gtconway3d: It’s unfortunate for the nation that the public-health professionals find themselves having to contend with @realDonaldTrum…,2020-02-28 06:02:57,
1233271082305482752,RT @modooborahae: So many K-ARMYs are donating their ticket refunds to the coronavirus releif efforts. 🥺😭💜,2020-02-28 06:01:53,Account for supporting my boys... No need to say more... Proud to be Noona ARMY..🇮🇩
1233270978769231874,Add New Zealand and Nigeria💔 https://t.co/VyVgE59RJW,2020-02-28 06:01:29,"A fabulous writer,ambitious,beautiful in every aspect of da word**very adventurous n wild ..........DM for promo"
1233271405430681600,"RT @EKOVanguardTV: #NIGERIA RECORDS FIRST CASE OF #Coronavirus

 https://t.co/IUQiUt1B3U

#COVID2019 https://t.co/C7RJOEYYzL",2020-02-28 06:03:10,"middle aged, mostly kind,  wine, books, dogs"
1233270993885360128,RT @Woppa1Woppa: Know what else is a fatal mistake @DrTedros?  Not declaring #coronavirus a global emergency back in Jan when we ALL told y…,2020-02-28 06:01:32,❤️HK
1233271769877737472,@Shell4747 @rbibbins @Mr_Heaphy @GHS @WHO It's not a map of cases. It's a screengrab from this video from 7 seconds… https://t.co/nuSADB0Rtd,2020-02-28 06:04:37,Photojournalist & documentary photographer @DOOM_Magazine ~Holding on to the audacity of hope  🇺🇸🇨🇭💙☠️🕉️🐱🏴‍☠️🏳️‍🌈 #BidenHarris2020
1233271531322650624,"RT @chrislhayes: So here's what appears to be chain of events:

The Trump administration repatriated infected Americans over the objections…",2020-02-28 06:03:40,All views and thoughts are my own. Love sports. Racing is a sport. My opinions are my own and do not reflect those of my employer.
1233271613270958081,"RT @JayInslee: I just received a call from @VP Mike Pence, thanking Washington state for our efforts to combat the coronavirus. 

I told hi…",2020-02-28 06:04:00,
