id,tweet,time,description
1233501471494332419,"RT @MikeWCNC: FDA announces first drug shortage due to Coronavirus (COVID-19) Supply Chain  @wcnc @Rosemary100 @foxerinr 

https://t.co/UXg…",2020-02-28 21:17:22,
1233501332931272704,RT @LRinaldiArt: The coronavirus outbreak has me thinking back to when I was a server and worked a week straight while I was really sick an…,2020-02-28 21:16:49,he/him
1233501207018266636,@jamdef7 @polirical @tedcruz I'm just trying to figure out where climate change came into the conversation. I thoug… https://t.co/4i7EpGoqkW,2020-02-28 21:16:19,"Veteran of USN, 2006-2011. Writer, classical liberal, bane of hippies. 🇺🇸🐸 $Crypto enthusiast. $BTC"
1233500662140416005,RT @boardingsoon: Why would you need to work to keep people safe from a hoax? 🤔,2020-02-28 21:14:09,"An OIF veteran, #resister. I believe in basic human rights, morals, character etc. I speak my mind, and sometimes I get it right. also, I say fuck a lot. 🤷‍♂️"
1233501568894369792,"RT @tribelaw: So true. So sick. So sad. So scary.
https://t.co/CcemKSluvR",2020-02-28 21:17:46,"Wife to my soulmate of over 40 years, Grandmother of nine beautiful kiddos, Blue Wave, Resist. Peace and always Blue💙."
1233500577935642625,Lots of folks are buying @zoom_us as a Coronavirus hedge. But Zoom Tech is a totally different company up 26.7% tod… https://t.co/iI6ICGil2h,2020-02-28 21:13:49,"Personal account. For work please follow @ApaxDigital. All opinions my own, especially the good ones."
1233500884182749185,"RT @IJasonAlexander: You realize if coronavirus does what scientists say, it means that Trump and GOP would rather see you and yours sicken…",2020-02-28 21:15:02,
1233500847402864641,@stdennard made me think of your tweet about our need for Medicare for all. https://t.co/8RfCvFuOgg,2020-02-28 21:14:54,🐥
1233500931892940800,RT @angryblkhoemo: Show of hands...who all is making the exact same guess I made upon reading this? 🌚🙃,2020-02-28 21:15:14,I’m just trying to figure out adulting one day at a time
1233501183039483907,RT @sarahkendzior: Another dangerous and unqualified official bound to an original Trump admin member by nepotism is managing the coronavir…,2020-02-28 21:16:14,"There's gonna be a Revolution... This is no time for spectators. Let's work together to Dump Trump. #ITMFA Again....
6/1/2020  NEVER FORGET...
Member of Antifa"
